X,Y,Name
-80.666967,24.813617,UpFlorida
-81.413317,24.559483,LowFlorida
-68.899321,12.085065,Curacao
-68.82641,18.33915,DominRepub
-87.026667,20.368056,Mexico
-77.764444,18.522778,Jamaica
-69.968338,12.52111,Aruba
-82.8731874,24.628477,Tortugas
-87.75973,16.88806,Belize
-82.14033362,9.242541753,Panama
